,id,title,publisher,url,published_at,summary
0,40d8088c-9cd4-31a6-9a93-596aca4a9adb,Apple Deal With Broadcom Bolsters Its Made-In-America Goals,Investor's Business Daily,https://www.investors.com/news/technology/apple-stock-broadcom-deal-bolsters-made-in-usa-efforts/?src=A00220&yptr=yahoo,2026-07-08 20:25:30+00:00,Apple’s major chip-supply agreement with Broadcom is part of its larger goal to increase manufacturing in the U.S.
1,77cc4333-1311-4e76-8473-9fc9b80bcb78,"Broadcom stock jumps on Apple AI chip deal, while Nvidia's relative stock price drops",Yahoo Finance Video,https://finance.yahoo.com/video/broadcom-stock-jumps-on-apple-ai-chip-deal-while-nvidias-relative-stock-price-drops-200428968.html,2026-07-08 20:04:28+00:00,"Yahoo Finance's Josh Lipton takes a closer look at some of Wednesday's trending tickers and stories, including Nvidia's (NVDA) relative stock price; Broadcom's (AVGO) and Apple's (AAPL) AI chip deal; and travel-related stocks like Carnival (CCL), United (UAL), and Delta (DAL)."
